queryId,queryDomain,queryType,query,citedUrl,citedDomain,position,avsScore,avsGrade,seoScore,aeoScore
"tech-comp-02","tech","comparative","Firebase vs Supabase for SaaS startups","https://www.leanware.co/insights/supabase-vs-firebase-complete-comparison-guide","www.leanware.co",7,83,B,"88","78"
"tech-comp-02","tech","comparative","Firebase vs Supabase for SaaS startups","https://www.leanware.co/insights/supabase-vs-firebase-complete-comparison-guide","www.leanware.co",8,83,B,"88","78"
"tech-comp-02","tech","comparative","Firebase vs Supabase for SaaS startups","https://www.leanware.co/insights/supabase-vs-firebase-complete-comparison-guide","www.leanware.co",9,83,B,"88","78"
"tech-comp-02","tech","comparative","Firebase vs Supabase for SaaS startups","https://www.leanware.co/insights/supabase-vs-firebase-complete-comparison-guide","www.leanware.co",10,83,B,"88","78"
"tech-comp-02","tech","comparative","Firebase vs Supabase for SaaS startups","https://www.leanware.co/insights/supabase-vs-firebase-complete-comparison-guide","www.leanware.co",11,83,B,"88","78"
"tech-comp-02","tech","comparative","Firebase vs Supabase for SaaS startups","https://www.leanware.co/insights/supabase-vs-firebase-complete-comparison-guide","www.leanware.co",12,83,B,"88","78"
"tech-comp-03","tech","comparative","React vs Vue for building web applications in 2026","https://www.pkgpulse.com/blog/react-vs-vue-2026","www.pkgpulse.com",1,87,B,"89","85"
"tech-comp-03","tech","comparative","React vs Vue for building web applications in 2026","https://www.pkgpulse.com/blog/react-vs-vue-2026","www.pkgpulse.com",2,87,B,"89","85"
"tech-comp-03","tech","comparative","React vs Vue for building web applications in 2026","https://www.pkgpulse.com/blog/react-vs-vue-2026","www.pkgpulse.com",3,87,B,"89","85"
"tech-comp-03","tech","comparative","React vs Vue for building web applications in 2026","https://www.pkgpulse.com/blog/react-vs-vue-2026","www.pkgpulse.com",4,87,B,"89","85"
"tech-comp-03","tech","comparative","React vs Vue for building web applications in 2026","https://www.pkgpulse.com/blog/react-vs-vue-2026","www.pkgpulse.com",5,87,B,"89","85"
"tech-comp-04","tech","comparative","Vercel vs Netlify for frontend deployment","https://vercel.com/kb/guide/vercel-vs-netlify","vercel.com",1,64,C,"79","48"
"tech-comp-04","tech","comparative","Vercel vs Netlify for frontend deployment","https://www.netlify.com/guides/netlify-vs-vercel/","www.netlify.com",2,69,C,"81","57"
"tech-comp-04","tech","comparative","Vercel vs Netlify for frontend deployment","https://vercel.com/kb/guide/vercel-vs-netlify","vercel.com",3,64,C,"79","48"
"tech-comp-04","tech","comparative","Vercel vs Netlify for frontend deployment","https://www.netlify.com/guides/netlify-vs-vercel/","www.netlify.com",4,69,C,"81","57"
"tech-comp-04","tech","comparative","Vercel vs Netlify for frontend deployment","https://www.product-one.com/article/vercel-vs-netlify-2025","www.product-one.com",5,69,C,"72","66"
"tech-comp-04","tech","comparative","Vercel vs Netlify for frontend deployment","https://www.netlify.com/guides/netlify-vs-vercel/","www.netlify.com",6,69,C,"81","57"
"tech-comp-04","tech","comparative","Vercel vs Netlify for frontend deployment","https://vercel.com/kb/guide/vercel-vs-netlify","vercel.com",7,64,C,"79","48"
"tech-comp-04","tech","comparative","Vercel vs Netlify for frontend deployment","https://www.netlify.com/guides/netlify-vs-vercel/","www.netlify.com",8,69,C,"81","57"
"tech-comp-04","tech","comparative","Vercel vs Netlify for frontend deployment","https://vercel.com/kb/guide/vercel-vs-netlify","vercel.com",9,64,C,"79","48"
"tech-comp-04","tech","comparative","Vercel vs Netlify for frontend deployment","https://www.netlify.com/guides/netlify-vs-vercel/","www.netlify.com",10,69,C,"81","57"
"tech-comp-05","tech","comparative","Claude vs GPT-4 vs Gemini for coding tasks","https://hypereal.tech/a/claude-4-sonnet-opus-vs-gpt-4-1-vs-gemini-2-5-pro-coding","hypereal.tech",1,70,C,"74","65"
"tech-comp-05","tech","comparative","Claude vs GPT-4 vs Gemini for coding tasks","https://hypereal.tech/a/claude-4-sonnet-opus-vs-gpt-4-1-vs-gemini-2-5-pro-coding","hypereal.tech",2,70,C,"74","65"
"tech-comp-05","tech","comparative","Claude vs GPT-4 vs Gemini for coding tasks","https://hypereal.tech/a/claude-4-sonnet-opus-vs-gpt-4-1-vs-gemini-2-5-pro-coding","hypereal.tech",3,70,C,"74","65"
"tech-comp-05","tech","comparative","Claude vs GPT-4 vs Gemini for coding tasks","https://searchlab.nl/en/compare/chatgpt-vs-claude-vs-gemini","searchlab.nl",4,85,B,"86","84"
"tech-comp-05","tech","comparative","Claude vs GPT-4 vs Gemini for coding tasks","https://searchlab.nl/en/compare/chatgpt-vs-claude-vs-gemini","searchlab.nl",5,85,B,"86","84"
"tech-comp-05","tech","comparative","Claude vs GPT-4 vs Gemini for coding tasks","https://searchlab.nl/en/compare/chatgpt-vs-claude-vs-gemini","searchlab.nl",6,85,B,"86","84"
"tech-comp-05","tech","comparative","Claude vs GPT-4 vs Gemini for coding tasks","https://www.itpro.com/software/development/anthropic-claude-opus-4-software-development","www.itpro.com",7,79,B,"86","72"
"tech-comp-05","tech","comparative","Claude vs GPT-4 vs Gemini for coding tasks","https://www.tomsguide.com/ai/claude-4-vs-chatgpt-which-ai-assistant-is-right-for-you","www.tomsguide.com",8,80,B,"88","72"
"tech-comp-05","tech","comparative","Claude vs GPT-4 vs Gemini for coding tasks","https://www.codebrand.us/blog/claude-vs-gpt4-vs-gemini-2026/","www.codebrand.us",9,89,B,"90","87"
"tech-comp-05","tech","comparative","Claude vs GPT-4 vs Gemini for coding tasks","https://www.codebrand.us/blog/claude-vs-gpt4-vs-gemini-2026/","www.codebrand.us",10,89,B,"90","87"
"tech-comp-05","tech","comparative","Claude vs GPT-4 vs Gemini for coding tasks","https://www.codebrand.us/blog/claude-vs-gpt4-vs-gemini-2026/","www.codebrand.us",11,89,B,"90","87"
"tech-comp-05","tech","comparative","Claude vs GPT-4 vs Gemini for coding tasks","https://www.codebrand.us/blog/claude-vs-gpt4-vs-gemini-2026/","www.codebrand.us",12,89,B,"90","87"
"tech-comp-06","tech","comparative","Lighthouse vs PageSpeed Insights for website auditing","https://www.bulkaudits.com/compare/lighthouse-vs-pagespeed-insights","www.bulkaudits.com",1,83,B,"88","78"
"tech-comp-06","tech","comparative","Lighthouse vs PageSpeed Insights for website auditing","https://www.bulkaudits.com/compare/lighthouse-vs-pagespeed-insights","www.bulkaudits.com",2,83,B,"88","78"
"tech-comp-06","tech","comparative","Lighthouse vs PageSpeed Insights for website auditing","https://www.youtube.com/watch?v=t_UG-1ks-jU&utm_source=openai","www.youtube.com",3,60,C,"71","48"
"tech-comp-07","tech","comparative","Tailwind CSS vs Bootstrap for modern web development","https://www.pacgie.com/npm-trends/tailwindcss-vs-bootstrap","www.pacgie.com",1,88,B,"90","85"
"tech-comp-07","tech","comparative","Tailwind CSS vs Bootstrap for modern web development","https://www.sitepoint.com/tailwind-css-vs-bootstrap/","www.sitepoint.com",2,,,"",""
"tech-comp-07","tech","comparative","Tailwind CSS vs Bootstrap for modern web development","https://www.sitepoint.com/tailwind-css-vs-bootstrap/","www.sitepoint.com",3,,,"",""
"tech-comp-07","tech","comparative","Tailwind CSS vs Bootstrap for modern web development","https://www.pacgie.com/npm-trends/tailwindcss-vs-bootstrap","www.pacgie.com",4,88,B,"90","85"
"tech-comp-07","tech","comparative","Tailwind CSS vs Bootstrap for modern web development","https://www.pacgie.com/npm-trends/tailwindcss-vs-bootstrap","www.pacgie.com",5,88,B,"90","85"
"tech-comp-07","tech","comparative","Tailwind CSS vs Bootstrap for modern web development","https://www.pacgie.com/npm-trends/tailwindcss-vs-bootstrap","www.pacgie.com",6,88,B,"90","85"
"tech-comp-08","tech","comparative","WordPress vs headless CMS for company websites","https://hygraph.com/learn/headless-cms/headless-cms-vs-wordpress","hygraph.com",1,84,B,"88","80"
"tech-comp-08","tech","comparative","WordPress vs headless CMS for company websites","https://www.codeble.com.au/blog/wordpress-vs-headless-cms-2026-guide","www.codeble.com.au",2,92,A,"91","93"
"tech-comp-08","tech","comparative","WordPress vs headless CMS for company websites","https://www.dusted.com/insights/wordpress-vs-headless-cms-here-s-what-s-best-for-your-team","www.dusted.com",3,86,B,"88","84"
"tech-comp-08","tech","comparative","WordPress vs headless CMS for company websites","https://www.youtube.com/watch?v=qzOtZqenTXw&utm_source=openai","www.youtube.com",4,54,D,"60","48"
"tech-comp-09","tech","comparative","Cloudflare vs AWS CloudFront for CDN","https://www.cloudflare.com/en-gb/cloudflare-vs-cloudfront/","www.cloudflare.com",1,66,C,"81","50"
"tech-comp-09","tech","comparative","Cloudflare vs AWS CloudFront for CDN","https://www.techtarget.com/searchcloudcomputing/answer/Cloudflare-vs-Amazon-CloudFront-Which-CDN-is-right-for-you","www.techtarget.com",2,80,B,"86","73"
"tech-comp-09","tech","comparative","Cloudflare vs AWS CloudFront for CDN","https://www.youtube.com/watch?v=-AC1vKLQs2I&utm_source=openai","www.youtube.com",3,56,D,"63","48"
"tech-comp-10","tech","comparative","Stripe vs PayPal for online payments in Asia","https://wise.com/us/blog/stripe-vs-paypal","wise.com",1,81,B,"89","73"
"tech-comp-10","tech","comparative","Stripe vs PayPal for online payments in Asia","https://wise.com/us/blog/stripe-vs-paypal","wise.com",2,81,B,"89","73"
"tech-comp-10","tech","comparative","Stripe vs PayPal for online payments in Asia","https://wise.com/us/blog/stripe-vs-paypal","wise.com",3,81,B,"89","73"
"tech-comp-10","tech","comparative","Stripe vs PayPal for online payments in Asia","https://wise.com/us/blog/stripe-vs-paypal","wise.com",4,81,B,"89","73"
"tech-comp-10","tech","comparative","Stripe vs PayPal for online payments in Asia","https://wise.com/us/blog/stripe-vs-paypal","wise.com",5,81,B,"89","73"
"tech-comp-10","tech","comparative","Stripe vs PayPal for online payments in Asia","https://wise.com/us/blog/stripe-vs-paypal","wise.com",6,81,B,"89","73"
"tech-rec-01","tech","recommendation","Best free SEO audit tools for small businesses","https://digitalamigos.in/free-seo-tools/","digitalamigos.in",1,83,B,"87","78"
"tech-rec-01","tech","recommendation","Best free SEO audit tools for small businesses","https://kumostudio.co/seo-audit-services-small-businesses-2026/","kumostudio.co",2,86,B,"88","84"
"tech-rec-01","tech","recommendation","Best free SEO audit tools for small businesses","https://fitsmallbusiness.com/seo-audit-tools/","fitsmallbusiness.com",3,,,"",""
"tech-rec-01","tech","recommendation","Best free SEO audit tools for small businesses","https://digitalamigos.in/free-seo-tools/","digitalamigos.in",4,83,B,"87","78"
"tech-rec-01","tech","recommendation","Best free SEO audit tools for small businesses","https://digitalamigos.in/free-seo-tools/","digitalamigos.in",5,83,B,"87","78"
"tech-rec-02","tech","recommendation","Best AI security scanning tools 2026","https://repello.ai/blog/best-ai-security-tools","repello.ai",1,78,B,"82","74"
"tech-rec-02","tech","recommendation","Best AI security scanning tools 2026","https://www.cyberkendra.com/2026/02/5-best-ai-appsec-tools-in-2026.html","www.cyberkendra.com",2,79,B,"84","74"
"tech-rec-02","tech","recommendation","Best AI security scanning tools 2026","https://www.cyberkendra.com/2026/02/5-best-ai-appsec-tools-in-2026.html","www.cyberkendra.com",3,79,B,"84","74"
"tech-rec-02","tech","recommendation","Best AI security scanning tools 2026","https://www.cyberkendra.com/2026/02/5-best-ai-appsec-tools-in-2026.html","www.cyberkendra.com",4,79,B,"84","74"
"tech-rec-02","tech","recommendation","Best AI security scanning tools 2026","https://www.cyberkendra.com/2026/02/5-best-ai-appsec-tools-in-2026.html","www.cyberkendra.com",5,79,B,"84","74"
"tech-rec-03","tech","recommendation","Best tools to check if AI can find your website","https://llmgeokit.com/","llmgeokit.com",1,,,"",""
"tech-rec-03","tech","recommendation","Best tools to check if AI can find your website","https://extpose.com/ext/gadfmkdnonmlmkmlklkdnhiambnfngfl","extpose.com",2,67,C,"81","53"
"tech-rec-03","tech","recommendation","Best tools to check if AI can find your website","https://www.techradar.com/reviews/ahrefs","www.techradar.com",3,82,B,"90","74"
"tech-rec-03","tech","recommendation","Best tools to check if AI can find your website","https://www.techradar.com/pro/marketmuse-review","www.techradar.com",4,78,B,"88","68"
"tech-rec-03","tech","recommendation","Best tools to check if AI can find your website","https://www.techradar.com/pro/software-services/se-ranking","www.techradar.com",5,79,B,"88","70"
"tech-rec-04","tech","recommendation","Best open source prompt injection detection tools","https://promptinspector.io/","promptinspector.io",1,83,B,"90","75"
"tech-rec-04","tech","recommendation","Best open source prompt injection detection tools","https://agentshield.cloud/","agentshield.cloud",2,77,B,"85","68"
"tech-rec-04","tech","recommendation","Best open source prompt injection detection tools","https://www.stackone.com/platform/prompt-injection-guard/","www.stackone.com",3,74,C,"94","53"
"tech-rec-04","tech","recommendation","Best open source prompt injection detection tools","https://aisecurityandsafety.org/en/tools/rebuff-ai/","aisecurityandsafety.org",4,74,C,"93","54"
"tech-rec-04","tech","recommendation","Best open source prompt injection detection tools","https://aisecurityandsafety.org/pt/tools/vigil/","aisecurityandsafety.org",5,74,C,"93","54"
"tech-rec-05","tech","recommendation","Best website performance monitoring tools","https://wp-rocket.me/blog/best-website-performance-monitoring-tools/","wp-rocket.me",1,86,B,"89","82"
"tech-rec-05","tech","recommendation","Best website performance monitoring tools","https://wp-rocket.me/blog/best-website-performance-monitoring-tools/","wp-rocket.me",2,86,B,"89","82"
"tech-rec-05","tech","recommendation","Best website performance monitoring tools","https://www.kogifi.com/articles/website-performance-monitoring-tools","www.kogifi.com",3,54,D,"62","46"
"tech-rec-05","tech","recommendation","Best website performance monitoring tools","https://www.kogifi.com/articles/website-performance-monitoring-tools","www.kogifi.com",4,54,D,"62","46"
"tech-rec-05","tech","recommendation","Best website performance monitoring tools","https://www.kogifi.com/articles/website-performance-monitoring-tools","www.kogifi.com",5,54,D,"62","46"
"tech-rec-06","tech","recommendation","Best React component libraries 2026","https://designrevision.com/blog/best-react-component-libraries","designrevision.com",1,85,B,"83","86"
"tech-rec-06","tech","recommendation","Best React component libraries 2026","https://designrevision.com/blog/best-react-component-libraries","designrevision.com",2,85,B,"83","86"
"tech-rec-06","tech","recommendation","Best React component libraries 2026","https://designrevision.com/blog/best-react-component-libraries","designrevision.com",3,85,B,"83","86"
"tech-rec-06","tech","recommendation","Best React component libraries 2026","https://designrevision.com/blog/best-react-component-libraries","designrevision.com",4,85,B,"83","86"
"tech-rec-06","tech","recommendation","Best React component libraries 2026","https://designrevision.com/blog/best-react-component-libraries","designrevision.com",5,85,B,"83","86"
"tech-rec-07","tech","recommendation","Best static site generators for blogs","https://en.wikipedia.org/wiki/Jekyll_%28software%29","en.wikipedia.org",1,74,C,"81","67"
"tech-rec-07","tech","recommendation","Best static site generators for blogs","https://en.wikipedia.org/wiki/Hugo_%28software%29","en.wikipedia.org",2,72,C,"77","67"
"tech-rec-07","tech","recommendation","Best static site generators for blogs","https://en.wikipedia.org/wiki/Eleventy_%28software%29","en.wikipedia.org",3,76,B,"80","71"
"tech-rec-07","tech","recommendation","Best static site generators for blogs","https://www.ramotion.com/blog/static-site-generator-explanation-benefits-and-best-picks/","www.ramotion.com",4,85,B,"94","76"
"tech-rec-07","tech","recommendation","Best static site generators for blogs","https://www.netlify.com/blog/2016/05/02/top-ten-static-website-generators/","www.netlify.com",5,69,C,"77","60"
"tech-rec-08","tech","recommendation","Best Discord bots for community management","https://discordmarketing.com/https-discordmarketing-com-best-discord-bots/","discordmarketing.com",1,83,B,"89","76"
"tech-rec-08","tech","recommendation","Best Discord bots for community management","https://discordmarketing.com/https-discordmarketing-com-best-discord-bots/","discordmarketing.com",2,83,B,"89","76"
"tech-rec-08","tech","recommendation","Best Discord bots for community management","https://discordmarketing.com/https-discordmarketing-com-best-discord-bots/","discordmarketing.com",3,83,B,"89","76"
"tech-rec-08","tech","recommendation","Best Discord bots for community management","https://discordmarketing.com/https-discordmarketing-com-best-discord-bots/","discordmarketing.com",4,83,B,"89","76"
"tech-rec-08","tech","recommendation","Best Discord bots for community management","https://saqrbot.com/blog/best-discord-moderation-bot","saqrbot.com",5,82,B,"95","68"
"tech-rec-09","tech","recommendation","Best social media automation tools for Threads","https://mindthread.tw/","mindthread.tw",1,87,B,"91","83"
"tech-rec-09","tech","recommendation","Best social media automation tools for Threads","https://www.hootsuite.com/threads","www.hootsuite.com",2,77,B,"95","58"
"tech-rec-09","tech","recommendation","Best social media automation tools for Threads","https://threado.online/","threado.online",3,,,"",""
"tech-rec-09","tech","recommendation","Best social media automation tools for Threads","https://postnext.io/threads-scheduler","postnext.io",4,84,B,"93","74"
"tech-rec-09","tech","recommendation","Best social media automation tools for Threads","https://beplan.io/platforms/threads","beplan.io",5,85,B,"91","79"
"tech-rec-10","tech","recommendation","Best free SSL certificate providers","https://en.wikipedia.org/wiki/Let%27s_Encrypt","en.wikipedia.org",1,74,C,"77","71"
"tech-rec-10","tech","recommendation","Best free SSL certificate providers","https://zerossl.com/","zerossl.com",2,54,D,"59","48"
"tech-rec-10","tech","recommendation","Best free SSL certificate providers","https://www.purshology.com/2026/03/top-7-free-ssl-certificate-providers-for-small-websites-2026-guide/","www.purshology.com",3,79,B,"80","77"
"tech-rec-10","tech","recommendation","Best free SSL certificate providers","https://www.purshology.com/2026/03/top-7-free-ssl-certificate-providers-for-small-websites-2026-guide/","www.purshology.com",4,79,B,"80","77"
"tech-rec-10","tech","recommendation","Best free SSL certificate providers","https://www.purshology.com/2026/03/top-7-free-ssl-certificate-providers-for-small-websites-2026-guide/","www.purshology.com",5,79,B,"80","77"
"tech-how-01","tech","howto","How to optimize your website for ChatGPT and Perplexity","https://prompttracker.io/","prompttracker.io",1,58,D,"68","48"
"tech-how-01","tech","howto","How to optimize your website for ChatGPT and Perplexity","https://www.youtube.com/watch?v=xo1anYssx7Q&utm_source=openai","www.youtube.com",2,54,D,"60","48"
"tech-how-02","tech","howto","How to add structured data to your website","https://developers.google.com/search/docs/guides/intro-structured-data","developers.google.com",1,78,B,"93","63"
"tech-how-02","tech","howto","How to add structured data to your website","https://www.semrush.com/blog/what-is-schema-beginner-s-guide-to-structured-data/","www.semrush.com",2,87,B,"88","86"
"tech-how-02","tech","howto","How to add structured data to your website","https://www.youtube.com/watch?v=Qxz1-vvSIJ8&utm_source=openai","www.youtube.com",3,56,D,"63","48"
"tech-how-03","tech","howto","How to create a llms.txt file for your website","https://llmstxt.org/","llmstxt.org",1,67,C,"76","57"
"tech-how-03","tech","howto","How to create a llms.txt file for your website","https://llms-txt.io/","llms-txt.io",2,82,B,"88","76"
"tech-how-03","tech","howto","How to create a llms.txt file for your website","https://llmsforge.com/","llmsforge.com",3,65,C,"80","49"
"tech-how-03","tech","howto","How to create a llms.txt file for your website","https://txt-llms.com/","txt-llms.com",4,58,D,"68","48"
"tech-how-03","tech","howto","How to create a llms.txt file for your website","https://help.webflow.com/hc/en-us/articles/43240104183315-Upload-an-llms-txt-file-to-your-site","help.webflow.com",5,,,"",""
"tech-how-03","tech","howto","How to create a llms.txt file for your website","https://www.youtube.com/watch?v=goc1f9zPJgM&utm_source=openai","www.youtube.com",6,60,C,"66","54"
"tech-how-04","tech","howto","How to protect AI prompts from injection attacks","https://www.cloudflare.com/learning/ai/prompt-injection/","www.cloudflare.com",1,,,"",""
"tech-how-04","tech","howto","How to protect AI prompts from injection attacks","https://www.cloudflare.com/learning/ai/prompt-injection/","www.cloudflare.com",2,79,B,"91","66"
"tech-how-04","tech","howto","How to protect AI prompts from injection attacks","https://www.cloudflare.com/learning/ai/prompt-injection/","www.cloudflare.com",3,79,B,"91","66"
"tech-how-04","tech","howto","How to protect AI prompts from injection attacks","https://www.cloudflare.com/learning/ai/prompt-injection/","www.cloudflare.com",4,79,B,"91","66"
"tech-how-04","tech","howto","How to protect AI prompts from injection attacks","https://www.cloudflare.com/learning/ai/prompt-injection/","www.cloudflare.com",5,79,B,"91","66"
